"CHEBI"	"prefLabel"	"altLabel"
"CHEBI:89728"	"1-Methoxy-4-methylbenzene"	"1-methoxy-4-methylbenzene"
"CHEBI:9259"	"Steganacin"	"Steganacin"
"CHEBI:63213"	"TCEP"	"3,3',3""-phosphanetriyltripropanoic acid"
"CHEBI:85299"	"N-(octadecanoyl)ethanolamine"	"N-(2-hydroxyethyl)octadecanamide"
"CHEBI:28203"	"N-acetyl-D-phenylalanine"	"N-Acetyl-D-phenylalanine"
"CHEBI:28203"	"N-acetyl-D-phenylalanine"	"N-acetyl-D-phenylalanine"
"CHEBI:34310"	"(24S)-24-hydroxycholesterol"	"(24S)-24-Hydroxycholesterol"
"CHEBI:34310"	"(24S)-24-hydroxycholesterol"	"(24S)-cholest-5-ene-3beta,24-diol"
"CHEBI:385425"	"[N-(4-cyanophenyl)-N'-(diphenylmethyl)guanidine]acetic acid"	"(Z)-N-{[(4-cyanophenyl)amino][(diphenylmethyl)amino]methylidene}glycine"
"CHEBI:38568"	"(3S,5S,6E)-7-[3-(4-fluorophenyl)-1-(propan-2-yl)-1H-indol-2-yl]-3,5-dihydroxyhept-6-enoic acid"	"(3S,5S,6E)-7-[3-(4-fluorophenyl)-1-(propan-2-yl)-1H-indol-2-yl]-3,5-dihydroxyhept-6-enoic acid"
"CHEBI:66926"	"4-nitrobenzaldehyde"	"4-nitrobenzaldehyde"
"CHEBI:67264"	"geranic acid"	"(2E)-3,7-dimethylocta-2,6-dienoic acid"
"CHEBI:73455"	"Asp-Tyr"	"L-alpha-aspartyl-L-tyrosine"
"CHEBI:86541"	"2-hydroxyethyl salicylate"	"2-hydroxyethyl 2-hydroxybenzoate"
"CHEBI:9598"	"Tiludronic acid"	"Tiludronic acid"
"CHEBI:18010"	"3',4',5-trihydroxy-3,7-dimethoxyflavone"	"3',4',5-Trihydroxy-3,7-dimethoxyflavone"
"CHEBI:18010"	"3',4',5-trihydroxy-3,7-dimethoxyflavone"	"2-(3,4-dihydroxyphenyl)-5-hydroxy-3,7-dimethoxy-4H-chromen-4-one"
"CHEBI:28171"	"5-hydroxytryptophan"	"2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid"
"CHEBI:28171"	"5-hydroxytryptophan"	"5-Hydroxytryptophan"
"CHEBI:28171"	"5-hydroxytryptophan"	"5-hydroxytryptophan"
"CHEBI:28838"	"lutein"	"(3R,3'R,6'R)-beta,epsilon-carotene-3,3'-diol"
"CHEBI:28838"	"lutein"	"Lutein"
"CHEBI:28838"	"lutein"	"lutein"
"CHEBI:34876"	"N-Phenyl-1-naphthylamine"	"N-Phenyl-1-naphthylamine"
"CHEBI:35010"	"Thio-THIP"	"Thio-THIP"
"CHEBI:35079"	"delta-Guanidinovaleric acid"	"delta-Guanidinovaleric acid"
"CHEBI:35549"	"perfluorooctanoic acid"	"pentadecafluorooctanoic acid"
"CHEBI:35549"	"perfluorooctanoic acid"	"perfluorooctanoic acid"
"CHEBI:38508"	"methiocarb"	"3,5-dimethyl-4-(methylsulfanyl)phenyl methylcarbamate"
"CHEBI:38567"	"(3R,5R,6E)-7-[3-(4-fluorophenyl)-1-(propan-2-yl)-1H-indol-2-yl]-3,5-dihydroxyhept-6-enoic acid"	"(3R,5R,6E)-7-[3-(4-fluorophenyl)-1-(propan-2-yl)-1H-indol-2-yl]-3,5-dihydroxyhept-6-enoic acid"
"CHEBI:50186"	"pamoic acid"	"4,4'-methylenebis(3-hydroxynaphthalene-2-carboxylic acid)"
"CHEBI:62822"	"4-nitrobenzyl bromide"	"1-(bromomethyl)-4-nitrobenzene"
"CHEBI:77323"	"ethoxyquin"	"6-ethoxy-2,2,4-trimethyl-1,2-dihydroquinoline"
"CHEBI:83501"	"acesulfame"	"6-methyl-1,2,3-oxathiazin-4(3H)-one 2,2-dioxide"
"CHEBI:8876"	"robinetin"	"3,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-4H-1-benzopyran-4-one"
"CHEBI:16365"	"quinolin-2-ol"	"Quinolin-2-ol"
"CHEBI:16365"	"quinolin-2-ol"	"quinolin-2-ol"
"CHEBI:29813"	"fulminic acid"	"formonitrile oxide"
"CHEBI:29813"	"fulminic acid"	"formonitrile-N-oxide"
"CHEBI:29813"	"fulminic acid"	"fulminic acid"
"CHEBI:29813"	"fulminic acid"	"hydrido(nitrosyl-kappaN)carbon"
"CHEBI:29813"	"fulminic acid"	"hydrido(oxidonitrato-N)carbon"
"CHEBI:33217"	"3,3',5,5'-tetrabromobisphenol A"	"3,3',5,5'-Tetrabromobisphenol A"
"CHEBI:33217"	"3,3',5,5'-tetrabromobisphenol A"	"4,4'-(propane-2,2-diyl)bis(2,6-dibromophenol)"
"CHEBI:33218"	"3,3',5-tribromobisphenol A"	"2,6-dibromo-4-[2-(3-bromo-4-hydroxyphenyl)propan-2-yl]phenol"
"CHEBI:33218"	"3,3',5-tribromobisphenol A"	"3,3',5-Tribromobisphenol A"
"CHEBI:404903"	"ertapenem"	"ERTAPENEM"
"CHEBI:404903"	"ertapenem"	"(4R,5S,6S)-3-({(3S,5S)-5-[(3-carboxyphenyl)carbamoyl]pyrrolidin-3-yl}sulfanyl)-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid"
"CHEBI:41469"	"N-carbamoyl-D-valine"	"(2R)-2-(carbamoylamino)-3-methylbutanoic acid"
"CHEBI:41469"	"N-carbamoyl-D-valine"	"N-carbamoyl-D-valine"
"CHEBI:49"	"(+)-Tetrandrine"	"(+)-Tetrandrine"
"CHEBI:50659"	"dronedarone"	"N-[2-butyl-3-{4-[3-(dibutylamino)propoxy]benzoyl}-1-benzofuran-5-yl]methanesulfonamide"
"CHEBI:65408"	"andrographolide"	"(3E,4S)-4-hydroxy-3-{2-[(1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidenedecahydronaphthalen-1-yl]ethylidene}dihydrofuran-2(3H)-one"
"CHEBI:7578"	"Nitidine"	"Nitidine"
"CHEBI:77961"	"1,2-dioctanoyl-sn-glycerol 3-diphosphate"	"(2R)-3-{[hydroxy(phosphonooxy)phosphoryl]oxy}propane-1,2-diyl dioctanoate"
"CHEBI:17632"	"nitrate"	"nitrate"
"CHEBI:17632"	"nitrate"	"trioxidonitrate(1-)"
"CHEBI:17632"	"nitrate"	"trioxonitrate(1-)"
"CHEBI:17632"	"nitrate"	"trioxonitrate(V)"
"CHEBI:28200"	"2-chloroethanol"	"2-Chloroethanol"
"CHEBI:28200"	"2-chloroethanol"	"2-chloroethanol"
"CHEBI:35266"	"L-2-succinylamino-6-oxoheptanedioic acid"	"(2S)-2-(3-carboxypropanamido)-6-oxoheptanedioic acid"
"CHEBI:51329"	"esoxybutynin"	"4-(diethylamino)but-2-yn-1-yl (2S)-cyclohexyl(hydroxy)phenylacetate"
"CHEBI:51565"	"sodium tetrachloroaurate"	"sodium tetrachloridoaurate"
"CHEBI:51565"	"sodium tetrachloroaurate"	"sodium tetrachloridoaurate(1-)"
"CHEBI:51565"	"sodium tetrachloroaurate"	"sodium tetrachloridoaurate(III)"
"CHEBI:63687"	"(-)-(11S,2'R)-erythro-mefloquine"	"(S)-[2,8-bis(trifluoromethyl)quinolin-4-yl][(2R)-piperidin-2-yl]methanol"
"CHEBI:65480"	"bellidin"	"1,3,5,8-tetrahydroxy-9H-xanthen-9-one"
"CHEBI:73394"	"Ala-Ser"	"L-alanyl-L-serine"
"CHEBI:8227"	"Pinosylvin methyl ether"	"Pinosylvin methyl ether"
"CHEBI:17051"	"fluoride"	"Fluoride"
"CHEBI:17051"	"fluoride"	"fluoride"
"CHEBI:17051"	"fluoride"	"fluoride(1-)"
"CHEBI:2755"	"anthragallol"	"1,2,3-trihydroxyanthracene-9,10-dione"
"CHEBI:2755"	"anthragallol"	"Anthragallol"
"CHEBI:2914"	"atracurium"	"2,2'-{pentane-1,5-diylbis[oxy(3-oxopropane-3,1-diyl)]}bis[1-(3,4-dimethoxybenzyl)-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolinium]"
"CHEBI:2914"	"atracurium"	"ATRACURIUM"
"CHEBI:2914"	"atracurium"	"Atracurium"
"CHEBI:3008"	"bellidifolin"	"1,5,8-trihydroxy-3-methoxy-9H-xanthen-9-one"
"CHEBI:31355"	"carboplatin"	"Carboplatin"
"CHEBI:31355"	"carboplatin"	"(SP-4-2)-diammine[cyclobutane-1,1-dicarboxylato(2-)-kappa(2)O,O']platinum"
"CHEBI:39839"	"3,4-xylenol"	"3,4-dimethylphenol"
"CHEBI:421707"	"abacavir"	"{(1S,4R)-4-[2-amino-6-(cyclopropylamino)-9H-purin-9-yl]cyclopent-2-en-1-yl}methanol"
"CHEBI:421707"	"abacavir"	"Abacavir"
"CHEBI:43945"	"medronic acid"	"methylenebis(phosphonic acid)"
"CHEBI:87358"	"alizarin red S"	"sodium 3,4-dihydroxy-9,10-dioxo-9,10-dihydroanthracene-2-sulfonate"
"CHEBI:27436"	"methyltestosterone"	"(17beta)-17-hydroxy-17-methylandrost-4-en-3-one"
"CHEBI:27436"	"methyltestosterone"	"Methyltestosterone"
"CHEBI:27655"	"davidigenin"	"Davidigenin"
"CHEBI:27655"	"davidigenin"	"1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)propan-1-one"
"CHEBI:27903"	"(2,4,5-trichlorophenoxy)acetic acid"	"(2,4,5-trichlorophenoxy)acetic acid"
"CHEBI:30119"	"hexachloroplatinate(2-)"	"hexachloridoplatinate(2-)"
"CHEBI:30119"	"hexachloroplatinate(2-)"	"hexachloridoplatinate(IV)"
"CHEBI:30119"	"hexachloroplatinate(2-)"	"hexachloroplatinate(2-)"
"CHEBI:30201"	"hexafluorophosphate(1-)"	"hexafluoridophosphate(1-)"
"CHEBI:30201"	"hexafluorophosphate(1-)"	"hexafluoro-lambda(5)-phosphanuide"
"CHEBI:34785"	"heptachlor"	"1,4,5,6,7,8,8-heptachloro-3a,4,7,7a-tetrahydro-1H-4,7-methanoindene"
"CHEBI:34785"	"heptachlor"	"Heptachlor"
"CHEBI:35864"	"disodium aurothiomalate"	"disodium [2-(sulfanyl-kappaS)butanedioato(3-)]aurate(2-)"
"CHEBI:37150"	"1,4-dibromobenzene"	"1,4-dibromobenzene"
"CHEBI:41674"	"cyclohexane-1,2-dione"	"cyclohexane-1,2-dione"
"CHEBI:52774"	"pentane-2,3-dione"	"pentane-2,3-dione"
"CHEBI:89285"	"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone"	"5-[(3,4-dihydroxyphenyl)methyl]oxolan-2-one"
"CHEBI:2301"	"8-(1,1-dimethylallyl)kaempferide"	"3,5,7-trihydroxy-2-(4-methoxyphenyl)-8-(2-methylbut-3-en-2-yl)-4H-1-benzopyran-4-one"
"CHEBI:29484"	"(S)-4,5-dihydroxypentane-2,3-dione"	"(4S)-4,5-dihydroxypentane-2,3-dione"
"CHEBI:29484"	"(S)-4,5-dihydroxypentane-2,3-dione"	"(S)-4,5-dihydroxypentane-2,3-dione"
"CHEBI:34406"	"4-Heptyloxyphenol"	"4-Heptyloxyphenol"
"CHEBI:34531"	"Alphaxolone"	"Alphaxolone"
"CHEBI:42534"	"epitestosterone"	"17alpha-hydroxyandrost-4-en-3-one"
"CHEBI:42534"	"epitestosterone"	"epitestosterone"
"CHEBI:4886"	"L-ethionine"	"S-ethyl-L-homocysteine"
"CHEBI:67410"	"p-hydroxybenzyl alcohol"	"4-(hydroxymethyl)phenol"
"CHEBI:6963"	"Molephantinin"	"Molephantinin"
"CHEBI:73521"	"Glu-Lys"	"L-alpha-glutamyl-L-lysine"
"CHEBI:73580"	"Leu-Pro"	"L-leucyl-L-proline"
"CHEBI:73696"	"Val-Pro-Pro"	"L-valyl-L-prolyl-L-proline"
"CHEBI:20140"	"3-methylquinoline"	"3-methylquinoline"
"CHEBI:27841"	"DDD"	"DDD"
"CHEBI:27841"	"DDD"	"1,1'-(2,2-dichloroethane-1,1-diyl)bis(4-chlorobenzene)"
"CHEBI:27899"	"cisplatin"	"(SP-4-2)-diamminedichloridoplatinum"
"CHEBI:27899"	"cisplatin"	"(SP-4-2)-diamminedichloroplatinum"
"CHEBI:27899"	"cisplatin"	"Cisplatin"
"CHEBI:27899"	"cisplatin"	"cis-diamminedichloridoplatinum(II)"
"CHEBI:27899"	"cisplatin"	"cis-diamminedichloroplatinum(II)"
"CHEBI:27965"	"conessine"	"Conessine"
"CHEBI:27965"	"conessine"	"N,N-dimethylcon-5-enin-3beta-amine"
"CHEBI:34240"	"2,4-Dihydroxybenzophenone"	"2,4-Dihydroxybenzophenone"
"CHEBI:34251"	"2,6-dimethylnaphthalene"	"2,6-Dimethylnaphthalene"
"CHEBI:34251"	"2,6-dimethylnaphthalene"	"2,6-dimethylnaphthalene"
"CHEBI:34269"	"2-chlorobiphenyl"	"2-Chlorobiphenyl"
"CHEBI:34269"	"2-chlorobiphenyl"	"2-chloro-1,1'-biphenyl"
"CHEBI:34402"	"4-Dodecylphenol"	"4-Dodecylphenol"
"CHEBI:34436"	"4-[2,2-Dichloro-1-(4-methoxyphenyl)ethenyl]phenol"	"4-[2,2-Dichloro-1-(4-methoxyphenyl)ethenyl]phenol"
"CHEBI:35088"	"p,p'-Methoxychlor olefin"	"p,p'-Methoxychlor olefin"
"CHEBI:35096"	"p-tert-Amylphenol"	"4-(2-methylbutan-2-yl)phenol"
"CHEBI:35096"	"p-tert-Amylphenol"	"p-tert-Amylphenol"
"CHEBI:38572"	"3,5-xylenol"	"3,5-dimethylphenol"
"CHEBI:66892"	"o-toluidine"	"2-methylaniline"
"CHEBI:66892"	"o-toluidine"	"o-Toluidine"
"CHEBI:73645"	"Pro-Arg"	"L-prolyl-L-arginine"
"CHEBI:17682"	"benzoin"	"2-hydroxy-1,2-diphenylethanone"
"CHEBI:17682"	"benzoin"	"Benzoin"
"CHEBI:17682"	"benzoin"	"benzoin"
"CHEBI:1800"	"4-chloro-2-methylphenol"	"4-Chloro-2-methylphenol"
"CHEBI:1800"	"4-chloro-2-methylphenol"	"4-chloro-2-methylphenol"
"CHEBI:34386"	"4-Androstenediol"	"4-Androstenediol"
"CHEBI:34471"	"6-hydroxyflavanone"	"6-Hydroxyflavanone"
"CHEBI:34471"	"6-hydroxyflavanone"	"6-hydroxy-2-phenyl-2,3-dihydro-4H-chromen-4-one"
"CHEBI:421840"	"O-methylsalicylic acid"	"2-methoxybenzoic acid"
"CHEBI:63448"	"PD173074"	"1-tert-butyl-3-[2-{[4-(diethylamino)butyl]amino}-6-(3,5-dimethoxyphenyl)pyrido[2,3-d]pyrimidin-7-yl]urea"
"CHEBI:6426"	"leupeptin"	"N-acetyl-L-leucyl-N-[(2S)-5-carbamimidamido-1-oxopentan-2-yl]-L-leucinamide"
"CHEBI:65063"	"cyclo(L-tyrosyl-L-tyrosyl)"	"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione"
"CHEBI:65063"	"cyclo(L-tyrosyl-L-tyrosyl)"	"cyclo(L-tyrosyl-L-tyrosyl)"
"CHEBI:70723"	"reversine"	"N(6)-cyclohexyl-N(2)-[4-(morpholin-4-yl)phenyl]-9H-purine-2,6-diamine"
"CHEBI:74756"	"Pro-Asp"	"L-prolyl-L-aspartic acid"
"CHEBI:8455"	"proguanil"	"N-(4-chlorophenyl)-N'-(propan-2-yl)imidodicarbonimidic diamide"
"CHEBI:89206"	"2-Oxohexane"	"hexan-2-one"
"CHEBI:89362"	"xi-gamma-Undecalactone"	"5-heptyloxolan-2-one"
"CHEBI:17435"	"naphthalene-1,2-diol"	"Naphthalene-1,2-diol"
"CHEBI:17435"	"naphthalene-1,2-diol"	"naphthalene-1,2-diol"
"CHEBI:53775"	"tergitol NP-9"	"26-(4-nonylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol"
"CHEBI:72289"	"elvitegravir"	"6-(3-chloro-2-fluorobenzyl)-1-[(2S)-1-hydroxy-3-methylbutan-2-yl]-7-methoxy-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"
"CHEBI:73648"	"Pro-Ser"	"L-prolyl-L-serine"
"CHEBI:8188"	"Physovenine"	"Physovenine"
"CHEBI:73370"	"iodocyanopindolol"	"4-[3-(tert-butylamino)-2-hydroxypropoxy]-3-iodo-1-indole-2-carbonitrile"
"CHEBI:16096"	"palmatine"	"Palmatine"
"CHEBI:16096"	"palmatine"	"2,3,9,10-tetramethoxy-5,6-dihydroisoquino[3,2-a]isoquinolinium"
"CHEBI:16096"	"palmatine"	"palmatine"
"CHEBI:34544"	"Aurin"	"Aurin"
"CHEBI:45116"	"Ro 320-1195"	"[5-amino-1-(4-fluorophenyl)-1H-pyrazol-4-yl](3-{[(2S)-2,3-dihydroxypropyl]oxy}phenyl)methanone"
"CHEBI:66682"	"maslinic acid"	"(2alpha,3beta)-2,3-dihydroxyolean-12-en-28-oic acid"
"CHEBI:73847"	"Gln-Glu"	"L-glutaminyl-L-glutamic acid"
"CHEBI:75006"	"Tyr-Trp"	"L-tyrosyl-L-tryptophan"
"CHEBI:44962"	"D-alpha-phenylglycine"	"(2R)-amino(phenyl)acetic acid"
"CHEBI:45293"	"(3R)-1'-(9-anthrylcarbonyl)-3-(morpholin-4-ylcarbonyl)-1,4'-bipiperidine"	"(3R)-1'-(9-anthrylcarbonyl)-3-(morpholin-4-ylcarbonyl)-1,4'-bipiperidine"
"CHEBI:45293"	"(3R)-1'-(9-anthrylcarbonyl)-3-(morpholin-4-ylcarbonyl)-1,4'-bipiperidine"	"{(3R)-1'-(anthracen-9-ylcarbonyl)[1,4'-bipiperidin]-3-yl}(morpholin-4-yl)methanone"
"CHEBI:50869"	"L-penicillamine"	"(2R)-2-amino-3-methyl-3-sulfanylbutanoic acid"
"CHEBI:50869"	"L-penicillamine"	"3-sulfanyl-L-valine"
"CHEBI:85155"	"netupitant"	"2-[3,5-bis(trifluoromethyl)phenyl]-N,2-dimethyl-N-[4-(2-methylphenyl)-6-(4-methylpiperazin-1-yl)pyridin-3-yl]propanamide"
"CHEBI:87690"	"N-(2,6-dimethylphenyl)-2-{4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl}acetamide"	"N-(2,6-dimethylphenyl)-2-{4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl}acetamide"
"CHEBI:16235"	"guanine"	"2-amino-1,9-dihydro-6H-purin-6-one"
"CHEBI:16235"	"guanine"	"GUANINE"
"CHEBI:16235"	"guanine"	"Guanine"
"CHEBI:16235"	"guanine"	"guanine"
"CHEBI:2453"	"acyclovir"	"2-amino-9-[(2-hydroxyethoxy)methyl]-1,9-dihydro-6H-purin-6-one"
"CHEBI:49169"	"D-dopa"	"(2R)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid"
"CHEBI:49169"	"D-dopa"	"D-dopa"
"CHEBI:50205"	"3,4-dihydroxybenzaldehyde"	"3,4-dihydroxybenzaldehyde"
"CHEBI:65454"	"asphodelin A-4'-O-beta-glucoside"	"4-(4,7-dihydroxy-2-oxo-2H-chromen-3-yl)-3-hydroxyphenyl beta-D-glucopyranoside"
"CHEBI:65590"	"caseanigrescen C"	"(1S,3R,5R,6aS,7S,8S,9R,10R,10aS)-1,3,10-tris(acetyloxy)-9-hydroxy-7,8-dimethyl-7-(3-methylidenepent-4-en-1-yl)-3,5,6,6a,7,8,9,10-octahydronaphtho[1,8a-c]furan-5-yl butanoate"
"CHEBI:74789"	"9-aminoacridine"	"acridin-9-amine"
"CHEBI:75426"	"glycine hydroxamate"	"N-hydroxyglycinamide"
"CHEBI:8412"	"primidone"	"5-ethyl-5-phenyldihydropyrimidine-4,6(1H,5H)-dione"
"CHEBI:85192"	"tazobactam sodium"	"sodium (2S,3S,5R)-3-methyl-4,4,7-trioxo-3-[(1H-1,2,3-triazol-1-yl)methyl]-4lambda(6)-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate"
"CHEBI:87897"	"4,6-dioxoheptanoic acid"	"4,6-dioxoheptanoic acid"
"CHEBI:9168"	"sirolimus"	"Sirolimus"
"CHEBI:9168"	"sirolimus"	"(3S,6R,7E,9R,10R,12R,14S,15E,17E,19E,21S,23S,26R,27R,34aS)-9,27-dihydroxy-3-{(2R)-1-[(1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl]propan-2-yl}-10,21-dimethoxy-6,8,12,14,20,26-hexamethyl-9,10,12,13,14,21,22,23,24,25,26,27,32,33,34,34a-hexadecahydro-3H-23,27-epoxypyrido[2,1-c][1,4]oxazacyclohentriacontine-1,5,11,28,29(4H,6H,31H)-pentone"
"CHEBI:10127"	"zonisamide"	"1-(1,2-benzisoxazol-3-yl)methanesulfonamide"
"CHEBI:15414"	"S-adenosyl-L-methionine"	"S-Adenosyl-L-methionine"
"CHEBI:15414"	"S-adenosyl-L-methionine"	"S-adenosyl-L-methionine"
"CHEBI:15414"	"S-adenosyl-L-methionine"	"[(3S)-3-amino-3-carboxypropyl](5'-deoxyadenosin-5'-yl)(methyl)sulfonium"
"CHEBI:16587"	"20-hydroxyecdysone"	"20-Hydroxyecdysone"
"CHEBI:16587"	"20-hydroxyecdysone"	"20-hydroxyecdysone"
"CHEBI:16587"	"20-hydroxyecdysone"	"(22R)-2beta,3beta,14alpha,20,22,25-hexahydroxy-5beta-cholest-7-en-6-one"
"CHEBI:23681"	"dibenzothiophene"	"dibenzo[b,d]thiophene"
"CHEBI:23681"	"dibenzothiophene"	"dibenzothiophene"
"CHEBI:2404"	"acetosyringone"	"1-(4-hydroxy-3,5-dimethoxyphenyl)ethan-1-one"
"CHEBI:2404"	"acetosyringone"	"Acetosyringone"
"CHEBI:3176"	"brinzolamide"	"Brinzolamide"
"CHEBI:3176"	"brinzolamide"	"(4R)-4-(ethylamino)-2-(3-methoxypropyl)-3,4-dihydro-2H-thieno[3,2-e][1,2]thiazine-6-sulfonamide 1,1-dioxide"
"CHEBI:34468"	"6-Cyano-7-nitroquinoxaline-2,3-dione"	"6-Cyano-7-nitroquinoxaline-2,3-dione"
"CHEBI:4031"	"cyclosporin A"	"Cyclosporin A"
"CHEBI:4031"	"cyclosporin A"	"30-ethyl-33-[(4E)-1-hydroxy-2-methylhex-4-en-1-yl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-bis(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone"
"CHEBI:46345"	"5-fluorouracil"	"5-Fluorouracil"
"CHEBI:46345"	"5-fluorouracil"	"5-fluoropyrimidine-2,4(1H,3H)-dione"
"CHEBI:46345"	"5-fluorouracil"	"5-fluorouracil"
"CHEBI:73172"	"acifluorfen"	"5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid"
"CHEBI:77013"	"beta-naphthoflavone"	"3-phenyl-1H-benzo[f]chromen-1-one"
"CHEBI:90347"	"glycine 2-naphthylamide"	"N-naphthalen-2-ylglycinamide"
"CHEBI:2884"	"Aspidinol"	"Aspidinol"
"CHEBI:31264"	"benzethonium chloride"	"N-benzyl-N,N-dimethyl-2-{2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy}ethanaminium chloride"
"CHEBI:31515"	"domperidone"	"5-chloro-1-{1-[3-(2-oxo-2,3-dihydro-1H-benzimidazol-1-yl)propyl]piperidin-4-yl}-1,3-dihydro-2H-benzimidazol-2-one"
"CHEBI:34919"	"Phenylamil"	"Phenylamil"
"CHEBI:38959"	"diphenyl sulfide"	"1,1'-sulfanediyldibenzene"
"CHEBI:43362"	"immucillin H"	"7-[(2S,3S,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)pyrrolidin-2-yl]-1,5-dihydro-4H-pyrrolo[3,2-d]pyrimidin-4-one"
"CHEBI:8212"	"pimozide"	"1-{1-[4,4-bis(4-fluorophenyl)butyl]piperidin-4-yl}-1,3-dihydro-2H-benzimidazol-2-one"
"CHEBI:8212"	"pimozide"	"Pimozide"
"CHEBI:8212"	"pimozide"	"pimozide"
"CHEBI:16605"	"allyl alcohol"	"Allyl alcohol"
"CHEBI:16605"	"allyl alcohol"	"allyl alcohol"
"CHEBI:16605"	"allyl alcohol"	"prop-2-en-1-ol"
"CHEBI:16653"	"cycloeucalenol"	"Cycloeucalenol"
"CHEBI:16653"	"cycloeucalenol"	"cycloeucalenol"
"CHEBI:16653"	"cycloeucalenol"	"4alpha,14-dimethyl-9beta,19-cyclo-5alpha-ergost-24(28)-en-3beta-ol"
"CHEBI:30200"	"kaempferol 3-O-beta-D-glucoside"	"3-(beta-D-glucopyranosyloxy)-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one"
"CHEBI:30200"	"kaempferol 3-O-beta-D-glucoside"	"Kaempferol 3-O-beta-D-glucoside"
"CHEBI:31751"	"kinamycin D"	"Kinamycin D"
"CHEBI:31751"	"kinamycin D"	"(1R,2R,3R,4S)-11-diazo-2,4,9-trihydroxy-2-methyl-5,10-dioxo-2,3,4,5,10,11-hexahydro-1H-benzo[b]fluorene-1,3-diyl diacetate"
"CHEBI:33214"	"ethylmercurithiosalicylic acid"	"[(2-carboxyphenyl)sulfanyl](ethyl)mercury"
"CHEBI:34304"	"fenobucarb"	"2-(butan-2-yl)phenyl methylcarbamate"
"CHEBI:34304"	"fenobucarb"	"Fenobucarb"
"CHEBI:34407"	"4-Hexyloxyphenol"	"4-Hexyloxyphenol"
"CHEBI:34558"	"Benzamil"	"Benzamil"
"CHEBI:34837"	"methidathion"	"Methidathion"
"CHEBI:34837"	"methidathion"	"S-[(5-methoxy-2-oxo-1,3,4-thiadiazol-3(2H)-yl)methyl] O,O-dimethyl phosphorodithioate"
"CHEBI:365"	"haloxyfop"	"rac-2-(4-{[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoic acid"
"CHEBI:38452"	"tebufenozide"	"tebufenozide"
"CHEBI:38452"	"tebufenozide"	"N-tert-butyl-N'-(4-ethylbenzoyl)-3,5-dimethylbenzohydrazide"
"CHEBI:453011"	"ciclopirox"	"6-cyclohexyl-1-hydroxy-4-methylpyridin-2(1H)-one"
"CHEBI:4747"	"Echinocystic acid"	"Echinocystic acid"
"CHEBI:5552"	"guaiol"	"Guaiol"
"CHEBI:5552"	"guaiol"	"guai-1(5)-en-11-ol"
"CHEBI:59956"	"2-methyl-beta-carbolinium-6-ol"	"6-hydroxy-2-methyl-9H-beta-carbolin-2-ium"
"CHEBI:63550"	"TTP"	"5-methyluridine 5'-(tetrahydrogen triphosphate)"
"CHEBI:65591"	"caseanigrescen D"	"(1S,3R,5R,6aS,7R,8R,10S,10aS)-1,3-bis(acetyloxy)-10-hydroxy-7,8-dimethyl-7-(3-methylidenepent-4-en-1-yl)-3,5,6,6a,7,8,9,10-octahydronaphtho[1,8a-c]furan-5-yl butanoate"
"CHEBI:66352"	"vedelianin"	"(2S,3R,4aR,9aR)-7-{(E)-2-[3,5-dihydroxy-4-(3-methylbut-2-en-1-yl)phenyl]ethenyl}-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-xanthene-2,3,5-triol"
"CHEBI:66398"	"monodictysin B"	"(1S,3S,4S,4aS,9aS)-1,4,8-trihydroxy-3,4a-dimethyl-1,2,3,4,4a,9a-hexahydro-9H-xanthen-9-one"
